4.37472729,0,-1,-1
16.95788289,-1,0,-1
22.0940563,0,-1,-1
85.52096662,3,2,-1
91.21019413,-1,-2,-1
104.1370124,0,4,-1
109.2135291,-1,0,-1
114.392351,3,0,-1
124.425571,0,9,-1
130.0249568,8,10,-1
130.2249113,-1,1,-1
137.9515274,0,4,-1
143.9133584,0,6,-1
169.7845834,-1,0,-1
170.0099621,0,6,-1
171.2117332,-1,8,-1
174.8438515,0,-1,-1
187.1167862,-1,-2,-1
187.7299318,-1,-2,-1
195.9086965,0,7,-1
197.5359191,-1,1,-1
205.9895199,-1,0,-1
227.0798305,-1,5,-1
231.5157882,-1,0,-1
232.9504362,0,-1,-1
251.1044469,-1,-2,-1
251.2359335,0,9,-1
254.6977153,3,4,-1
257.7974435,-1,0,-1
295.7943357,0,1,-1
304.9984388,6,0,-1
309.3005383,0,-1,-1
312.3018556,0,-1,-1
316.0323783,0,-1,-1
319.905202,6,5,-1
320.9760749,-1,0,-1
321.370409,7,-1,-1
332.4267319,0,10,-1
336.9304305,-1,0,-1
375.490481,1,0,-1
392.5160765,0,5,-1
405.1821141,-1,10,-1
426.8615805,2,0,-1
437.1711158,1,0,-1
472.7445474,10,-1,-1
500.3712045,8,-1,-1
503.1384784,1,-1,-1
504.4317942,0,-1,-1
529.6277472,3,-1,-1
537.7866884,-1,6,-1
544.7880392,6,-1,-1
554.0892923,4,0,-1
557.244139,10,0,-1
565.0195522,0,-1,-1
581.870309,0,3,-1
596.1232023,8,0,-1
600.931288,1,0,-1
603.9342327,7,0,-1
617.9628339,0,3,-1
619.6454197,9,0,-1
626.2116172,0,1,-1
643.8547515,-1,2,-1
660.0732908,6,10,-1
661.042082,-1,3,-1
662.1730528,-1,5,-1
665.1155549,-1,8,-1
666.0340295,4,0,-1
666.2411587,5,-1,-1
672.6773142,0,-1,-1
677.7341948,0,-1,-1
678.9953585,-1,-2,-1
695.2239882,0,10,-1
706.1583475,-1,-2,-1
710.324977,0,1,-1
713.0191971,1,0,-1
713.2499766,10,-1,-1
722.6161213,10,0,-1
727.5146029,-1,0,-1
732.9746341,6,-1,-1
737.3147202,1,0,-1
779.3996914,-1,5,-1
805.6754743,-1,-2,-1
810.4469089,2,0,-1
816.1516998,7,-1,-1
825.4575185,7,0,-1
839.8525653,0,1,-1
854.2002278,6,-1,-1
863.8932913,0,-1,-1
870.5053024,0,7,-1
886.5649993,-1,-2,-1
892.5212151,9,-1,-1
910.5388559,6,5,-1
915.9490575,4,-1,-1
933.8580452,7,5,-1
961.6862856,6,-1,-1
972.8032126,1,0,-1
975.8361203,0,-1,-1
978.5925149,10,0,-1
978.6210501,10,-1,-1
984.1840186,7,0,-1
